id,username,time_created,tweet,retweet_count,location_user,place_tweet
851,IndianDiplomacy,2019-01-16 20:36:47+05:30,"#Countdown #PBD2019
4 days to go for the 15th Pravasi Bhartiya Divas Convention!
The Plenary Sessions at @PBDConvention in #Varanasi to touch upon various themes connecting Indian diaspora to the homeland https://t.co/i3WbtigfSn",2,New Delhi,
852,IndiaToday,2019-01-16 20:35:45+05:30,"Mehbooba Mufti suggests talks with the terrorists and calls them sons of soil. Is this how we will deal with terrorists? Listen to the political reactions.
Watch #IndiaFirst live: https://t.co/4fqxBVUizL https://t.co/MslKrsQRUG",3,India,
853,htTweets,2019-01-16 20:35:00+05:30,"Watch: I have sufficient number: HD Kumaraswamy on BJP’s horse-trading remark
https://t.co/YZdF2NSqQ5",7,India,
854,IndiaToday,2019-01-16 20:33:59+05:30,"RT @NewsMoOfficial: Heart-Wrenching photo of this parrot is proof our traditions are bigger than lives #MakarSankranti #birds 

Watch full…",8,India,
855,thekiranbedi,2019-01-16 20:33:44+05:30,"Could not have asked for a better subject, ‘Beyond Myths &amp; Stereotypes’ at #Sympulseturns10 #sympulseX #Symbiosis #talk at Pune. Irrefutable evidence presented along with a 6P Model. Imp for Education in Managment
 Below is a video view of the audience as I took from the stage https://t.co/2TSuqNikV7",45,India,
856,IndiaToday,2019-01-16 20:32:03+05:30,"Cactus1549 was a routine flight. And then all hell broke loose.

https://t.co/1LkAIPJfiq",1,India,
857,kdnuggets,2019-01-16 20:32:02+05:30,Sales forecasting using #MachineLearning #KDN https://t.co/5Z1O9AIAGS,4,"Brookline, MA, USA",
858,SpokespersonMoD,2019-01-16 20:31:54+05:30,. @DefenceMinIndia approves provision of legal advise to veterans &amp; war-widows in a mtg attended by the top hierarchy of MoD &amp; Chairman AFT. Move expected to greatly help these two sections of the Armed Forces fraternity. KSB  &amp; ZSBs to assist this noble endeavour of the MoD https://t.co/14FpttuVnp,133,New Delhi,
859,ndtv,2019-01-16 20:31:27+05:30,Wishes pour in for Arun Jaitley as he flies to US for treatment https://t.co/DBVYzOCK7G https://t.co/uNrE3cMLkw,11,India,
860,IndianExpress,2019-01-16 20:30:53+05:30,"RT @IExpressSports: #RanjiTrophy 

Sanjay Ramaswamy, Wasim Jaffer hits tons, lead Vidarbha’s charge  

https://t.co/WFZtWmN9jX",7,India,
861,GCPcloud,2019-01-16 20:30:01+05:30,"Suited for ML, visualization, &amp; other GPU-accelerated workloads, NVIDIA Tesla T4 GPUs are now available in beta in 8 cloud regions around the world → https://t.co/Fqk7UahnBL https://t.co/BDmSsqC5bO",7,"",
862,IndiaToday,2019-01-16 20:29:44+05:30,Controversy erupts following PDP chief Mehbooba Mufti’s shocker statement. Get the details in #IndiaFirst. Watch live: https://t.co/4fqxBVUizL https://t.co/sCyzp3R8NB,2,India,
863,ManUtd,2019-01-16 20:29:18+05:30,Head this way to see more pics of the lads in training ahead of Saturday's #PL encounter... 👇 #MUFC,219,"Manchester, England",
864,IndianExpress,2019-01-16 20:29:00+05:30,"A large number of devotees took a holy dip or 'shahi snan' at the Sangam on #MakarSankranti on Tuesday, marking the beginning of #KumbhMela. 
See more: https://t.co/ovJAj6kOFe https://t.co/jrlTvW0vtR",3,India,
865,dna,2019-01-16 20:28:27+05:30,"WATCH: Tamil Nadu celebrates #Jallikattu, over 50 injured on day 1 of bull-taming festival

#Jallikattu2019 

https://t.co/j88k1RXN8a",1,India,
2335,IndiaToday,2019-01-17 23:18:13+05:30,"Trouble mounts for BJP
https://t.co/YC6jTPBaYl",7,India,
866,IndiaToday,2019-01-16 20:28:13+05:30,"VHP expresses dissatisfaction over the matter getting delayed in SC | @neelanshu512 
https://t.co/8RepmkWJG6",5,India,
867,jeremyphoward,2019-01-16 20:27:34+05:30,"RT @JeffDean: Very cool to see!  When I was 13, I lived in Somalia for 6 months and had a great time working on my programming skills (on p…",12,San Francisco,
868,IndianExpress,2019-01-16 20:27:10+05:30,"RT @InUthdotcom: Tillotama Shome won Best Actor at the International Film Festival of Belgium, for her role in Rohena Gera's Sir https://t.…",8,India,
869,ndtv,2019-01-16 20:26:21+05:30,"How Europe reacted to #Brexit deal defeat

Read more here: https://t.co/X71s8jgPro https://t.co/CtZSp376KZ",3,India,
870,BSF_India,2019-01-16 20:25:23+05:30,"16th Jan 2019
#BSF Officers &amp; Jawans paid floral tributes to martyr Sh Vinay Prasad, Asstt. Comdt at New Delhi Airport.
Officer attained Martyrdom on 15th Jan 2019 at Jammu Border. https://t.co/bAHhFgmtBS",53,India,
871,htTweets,2019-01-16 20:25:00+05:30,"‘Missing’ Congress Karnataka MLA returns, upbeat party to hold legislature party meet on Friday
https://t.co/6QZ4Una7vQ https://t.co/lY62mOCy3T",4,India,
872,IndiaToday,2019-01-16 20:24:31+05:30,"#NatakaInKarnataka 
Is the coalition government in Karnataka is not working smoothly? Congress spokesperson @nivedithalva responds to the question.
Watch #PeoplesCourt live: https://t.co/4fqxBVUizL https://t.co/HpJ4kR94cl",3,India,
873,ndtv,2019-01-16 20:24:00+05:30,"Army marks 64 years of the National Defence Academy. See post
https://t.co/U5vmBDbVZp https://t.co/LpXQuBipvv",7,India,
874,dna,2019-01-16 20:23:54+05:30,"Vijay Merchant Trophy: Haryana beat Jharkhand to win National U-16 cricket tournament

https://t.co/yvbBotKfKT",0,India,
875,adgpi,2019-01-16 20:22:54+05:30,General Bipin Rawat #COAS visits  #RDC 2019 #NCC @HQ_DG_NCC #SmartCadets #OurFuture @SpokespersonMoD @IAF_MCC @indiannavy @PIB_India @MIB_India https://t.co/4bzJwAmLWC,78,"New Delhi, Delhi",
876,ANI,2019-01-16 20:22:04+05:30,"Bihar: Dogs found sleeping on beds in Nawada government hospital. Umesh Chandra, Incharge, Civil Surgeon says, ""We will ascertain how this happened and who's responsible for it."" https://t.co/jkUVZspkpA",78,India,
877,ndtv,2019-01-16 20:21:14+05:30,"RT @CricketNDTV: #10YearChallenge : ICC nails the latest social media craze

#ViratKohli

SEE PIC: https://t.co/16yeN7adp0 https://t.co/x13…",2,India,
878,the_hindu,2019-01-16 20:19:58+05:30,RT @TheHinduSports: A remarkable day of cricket threw up many a hero at the Wayanad Cricket Stadium. https://t.co/wmXFxwB2VU,3,"Chennai, India",
879,IndiaToday,2019-01-16 20:19:48+05:30,"JDS spokesperson Shafi Ullah Saheb slams BJP. Watch the fierce debate between Shafi Ullah Saheb and Malvika Avinash in #PeoplesCourt.
Watch live: https://t.co/4fqxBVUizL https://t.co/cu7whWtpcS",2,India,
880,ndtv,2019-01-16 20:19:41+05:30,Speaker Pelosi urges US President Trump to postpone State of Union address over shutdown: news agency AFP,1,India,
881,ManUtd,2019-01-16 20:19:33+05:30,"👉👈 Welcome back to #MUFC training, @ElgatoPereira1! 😊 https://t.co/MH1l1EZOd7",498,"Manchester, England",
882,htTweets,2019-01-16 20:19:14+05:30,"RT @HTSportsNews: Signing @atletienglish defender @LucasHernandez this January ‘unrealistic’, say @FCBayern 

https://t.co/7eowL9x0Wd",1,India,
883,IndiaToday,2019-01-16 20:17:30+05:30,"#NatakaInKarnataka
Congress’ @nivedithalva says that BJP is very much worried about the JDS-Congress coalition government. BJP’s Malvika Avinash responds to him.
Watch #PeoplesCourt live: https://t.co/4fqxBVUizL https://t.co/NaXdHc56g5",5,India,
884,rajyasabhatv,2019-01-16 20:17:27+05:30,Cabinet Decisions: Boost for Numaligarh refinery &amp; Exim Bank: https://t.co/a8MoSfqUOQ via @YouTube,3,TV | Web,
885,ndtv,2019-01-16 20:17:00+05:30,"RT @Sports_NDTV: Dominant #MariaSharapova win sets up #CarolineWozniacki clash

#AustralianOpen2019

READ: https://t.co/53l2S2GrqQ https://…",2,India,
886,IndianExpress,2019-01-16 20:16:36+05:30,"RT @ieEntertainment: Anil Kapoor shared that he had an inspiring conversation with PM Narendra Modi.
https://t.co/zMJmO584YH",8,India,
887,ANI,2019-01-16 20:16:30+05:30,"Navy officer Abhilash Tomy, who was injured in the ocean during a global circumnavigation race, last year, says, ""PM Modi called me up to know about my wellness two days after I was rescued. I told him that I would return to the sea and go sailing as soon as I recover fully."" https://t.co/czUoAqCgrx",39,India,
888,ANI,2019-01-16 20:16:29+05:30,"Navy officer Abhilash Tomy, who was injured in the ocean during a global circumnavigation race, last year, says, ""I was badly injured and I pulled myself into the boat somehow. I was left injured for three days as the French vessel was taking some time to reach me."" https://t.co/FV25fblSSj",14,India,
889,ANI,2019-01-16 20:16:29+05:30,"Navy officer Abhilash Tomy, who was injured in the ocean during a global circumnavigation race, last year, says, ""I am recovering from my injuries that I had sustained during the race &amp; I hope to recover fully in near future. I want to get back to the sea immediately after that."" https://t.co/E7ArZBkYqx",20,India,
890,rajyasabhatv,2019-01-16 20:15:55+05:30,Top Headlines (Hindi - 8 pm): https://t.co/qokGT9j22E via @YouTube,1,TV | Web,
891,SpokespersonMoD,2019-01-16 20:15:21+05:30,"RT @AeroIndiashow: Several educational seminars will be held during #AeroIndia2019

On 21st Feb, 2019 from 10 AM to 12 AM, seminars on 'Red…",16,New Delhi,
892,kdnuggets,2019-01-16 20:15:03+05:30,"Ontology and #DataScience by @FavioVaz 
In simple words, one can say that ontology is the study of what there is. But ... ontology is usually also taken to encompass problems about the most general features and relations of the entities which do exist. https://t.co/EjsMfTPyzN https://t.co/ZAUG7BIfkW",6,"Brookline, MA, USA",
893,htTweets,2019-01-16 20:15:00+05:30,"3 TRS MLCs, who defected to Congress, disqualified from membership
https://t.co/yuIzWOOEuN https://t.co/8GJQJNltJO",1,India,
894,ndtv,2019-01-16 20:14:55+05:30,UK Prime Minister Theresa May battles on alone after Brexit deal rejected https://t.co/C0HftFghnf https://t.co/vXVljL7Obl,6,India,
895,rajyasabhatv,2019-01-16 20:14:41+05:30,"RSTV Vishesh – 16 Jan, 2019:Budget Special - Social Security | बजट विशेष : सामाजिक सुरक्षा:",0,TV | Web,
896,hardmaru,2019-01-16 20:14:21+05:30,RT @archillect: https://t.co/76RKj1w7F6,233,東京,
897,ndtv,2019-01-16 20:14:19+05:30,"Here are the top headlines of the day on #TheNews

Watch LIVE now on: https://t.co/hMlRpgrUU6 and NDTV 24x7 https://t.co/AzjRRD6bSx",3,India,
898,IndiaToday,2019-01-16 20:14:16+05:30,"RT @NewsMoOfficial: Dauda dauda kar marenge: BSP leader Vijay Yadav's shocker against BJP 
#BJP #BSPSPAlliance 

Watch full video: https://…",4,India,
899,ndtv,2019-01-16 20:14:03+05:30,"What Russia knows about Putin-Trump talks, US may not know for years https://t.co/duk992EM7D https://t.co/L2v84VPnrD",6,India,
900,ManUtd,2019-01-16 20:13:55+05:30,Good vibes 🤙 #MUFC https://t.co/UNHF6WCmL3,889,"Manchester, England",
901,smritiirani,2019-01-16 20:13:14+05:30,"RT @TajinderBagga: कहते है झूठ के पैर नही होते, आज ये साबित हो गया । हत्यारे कमलनाथ ने खुद अपने झूठ को यहां एक्सपोज़ कर दिया https://t.co/P…",3956,India,
902,ndtv,2019-01-16 20:12:33+05:30,"Lead story now on https://t.co/Fbzw6mR9Q5: https://t.co/f5f2quQ2bc

#NDTVLeadStory #SupremeCourt #JusticeDineshMaheshwari #JusticeSanjivKhanna https://t.co/pqK30Ii3bu",0,India,
903,IndiaToday,2019-01-16 20:11:45+05:30,"Is BJP trying to destablise the Karnataka government? BJP spokesperson Malvika Avinash says that the government is breaking from within.
Watch #PeoplesCourt live: https://t.co/4fqxBVUizL https://t.co/d15JM2INPu",2,India,
904,IndianExpress,2019-01-16 20:11:13+05:30,"RT @ExpressTechie: #AndroidPie based #EMUI9 now available on #HuaweiP20Pro and #HuaweiNova3
https://t.co/wxmZHFuJO3",1,India,
905,IndianExpress,2019-01-16 20:10:19+05:30,"President approves elevation of Justices Dinesh Maheshwari, Sanjiv Khanna to Supreme Court amid disquiet among section of judges

https://t.co/8c8nvpWLPS",3,India,
906,RailMinIndia,2019-01-16 20:09:50+05:30,"Modern Executive Lounges in Indian Railways.
https://t.co/0zsPLMCADI https://t.co/aW5XCbWyAc",36,"",
907,dna,2019-01-16 20:09:36+05:30,"After bankers, NBFCs RBI Governor Shaktikanta Das to meet industry lobby groups

https://t.co/xsAUrIFcGl",1,India,
908,ndtv,2019-01-16 20:08:58+05:30,"Narmada boat capsize death toll rises to 7, owner booked https://t.co/LsMggAYh07 https://t.co/87TX8Ypt0g",0,India,
909,rajnathsingh,2019-01-16 20:08:46+05:30,"विश्व हिंदू परिषद के पूर्व अध्यक्ष एवं सामाजिक कार्यकर्ता, विष्णु हरि डालमिया जी के निधन से मुझे गहरी वेदना की अनुभूति हुई है। समाज के निर्बल वर्ग के कल्याण एवं गोसेवा के प्रति उनकी भावना और कर्मठता प्रेरणास्पद थी। मैं उनके शोकाकुल परिवार के प्रति संवेदना व्यक्त करता हूँ।",445,"",
910,IndiaToday,2019-01-16 20:07:32+05:30,"Are you buying these 'natural coconut shell cups' for Rs 1,365 each?

https://t.co/aTkrLAJKpK",9,India,
911,IndiaToday,2019-01-16 20:07:25+05:30,"#NatakaInKarnataka continues with the resort politics as the parties try to save their MLA’s from being poached by their rivals.
Watch #PeoplesCourt live: https://t.co/4fqxBVUizL https://t.co/OMIMjAB6pj",5,India,
912,ManUtd,2019-01-16 20:07:08+05:30,Gearing up for #MUNBHA 💪 https://t.co/oYSqPicPUR,668,"Manchester, England",
913,htTweets,2019-01-16 20:06:42+05:30,"How @RaviShastriOfc has helped @imVkohli become a better captain

https://t.co/27h7KQWiNL https://t.co/H31wr5ELQI",1,India,
914,ndtv,2019-01-16 20:06:38+05:30,"RT @moviesndtv: 'Humbled And Inspired,' Tweets #AnilKapoor After Meeting PM Modi
https://t.co/2j3Jdn45v9 https://t.co/e98quiNff5",4,India,
915,IndiaToday,2019-01-16 20:05:49+05:30,"Interesting!
https://t.co/9Fux9StM4D",1,India,
916,IndianExpress,2019-01-16 20:05:26+05:30,"Videos of villagers putting wooden logs inside the truck cabin and setting them afire have also gone viral.

https://t.co/MHBQwDRMgE",2,India,
917,MIB_India,2019-01-16 20:05:13+05:30,RT @dfpchandigarh: Director ROB Chd  @goyalashish4u  presenting 'Satyagraha' a Coffee table book published by @DPD_India to the Chief Guest…,6,"New Delhi, India",
918,MIB_India,2019-01-16 20:05:02+05:30,RT @dfpchandigarh: Artists from Himachal Pradesh mesmerised everyone with there performance at the orientation Workshop on #BetiBachaoBetiP…,5,"New Delhi, India",
919,htTweets,2019-01-16 20:05:00+05:30,"Indian-origin doctor charged in healthcare fraud in US freed on record $7 million bond
https://t.co/puzsYFAFPd https://t.co/HyNLyuHswg",5,India,
920,MIB_India,2019-01-16 20:04:56+05:30,RT @DG_PIB: Numligarh Refinery Assam capacity to be expanded from 3 MMTPA to 9 MMTPA; Cabinet also approves setting up of crude oil pipelin…,30,"New Delhi, India",
921,abhshkdz,2019-01-16 20:03:44+05:30,"RT @hardmaru: If you plan on applying to any AI residency programs this year (the @GoogleAI deadline is coming up), @Katherine1ee and Ben E…",37,"Atlanta, GA",
922,htTweets,2019-01-16 20:03:20+05:30,"RT @HTSportsNews: #AustralianOpen2019 | Dominant @MariaSharapova win sets up @CaroWozniacki clash

https://t.co/7WqLgB5mVJ",1,India,
923,IndiaToday,2019-01-16 20:03:10+05:30,"#NatakaInKarnataka
Political drama of Karnataka turns interesting with coincidences shocking all the concerned political parties. 
Watch #PeoplesCourt live: https://t.co/4fqxBVUizL https://t.co/SvY4c3J2xH",2,India,
924,ndtv,2019-01-16 20:02:19+05:30,"Skeleton crew for Melania Trump, White House amid longest US shutdown https://t.co/p1ZBnhbn8H https://t.co/ELo0It884v",1,India,
925,ANI,2019-01-16 20:02:02+05:30,"Reserve Bank of India has approved the re-appointment of Vishakha Mulye as Executive Director of the ICICI Bank for a period of two years from January 19, 2019 to January 18, 2021.",7,India,
926,ManUtd,2019-01-16 20:01:49+05:30,🏃‍♂️🏃‍♂️🏃‍♂️ https://t.co/lLrIgw2LIX,668,"Manchester, England",
927,ndtv,2019-01-16 20:01:34+05:30,"Top stories now on https://t.co/Fbzw6mR9Q5 

#NDTVTopStories https://t.co/qKtrLL7D22",2,India,
928,IndianExpress,2019-01-16 20:00:27+05:30,"Fadnavis was speaking at an international conference on micro-irrigation here.

https://t.co/jBumETK7j9",4,India,
929,firstpost,2019-01-16 20:00:26+05:30,"By lauding #RSS' work ahead of the #LokSabhaElection2019, JD(U) chief #NitishKumar has made his alignment with #BJP complete and unquestionable
https://t.co/Ovf9idvFee",2,"Mumbai, India",
930,ANI,2019-01-16 20:00:25+05:30,JDS MLA KM Shivalinge Gowda in Hassan yesterday: One person from JDS has been offered Rs 60 crore and a minister post by former Chief Minister and BJP leader Jagadish Shettar. He refused the offer &amp; informed HD Kumaraswamy. https://t.co/Tvo04K784K,78,India,
931,the_hindu,2019-01-16 20:00:12+05:30,Karnataka High Court Chief Justice Dinesh Maheshwari and Delhi High Court judge Sanjiv Khanna were on January 16 elevated as judges of the Supreme Court. https://t.co/4PnJDebMBw,8,"Chennai, India",
932,ZeeNews,2019-01-16 19:59:37+05:30,"Shibani Dandekar just shared epic photos from Farhan Akhtar's birthday party and we are speechless! 

https://t.co/KgNo2BzMug",4,India,
933,dna,2019-01-16 19:59:22+05:30,"Another 'Burari' in Mumbai: Teen dies while attempting astral travel

https://t.co/43LXtN7P7v",1,India,
934,firstpost,2019-01-16 19:59:08+05:30,"RT @FirstpostSports: #AusOpen wrap:

Roger Federer ground out a tough three-set win to make the Australian Open third round for an incredib…",2,"Mumbai, India",
935,ndtv,2019-01-16 19:59:01+05:30,"RT @Gadgets360: Samsung Galaxy A-Series to Offer In-Display Fingerprint Sensor: Report
https://t.co/fzUk9DNzLP",3,India,
936,firstpost,2019-01-16 19:58:50+05:30,"#JammuAndKashmir: Political experts view #MehboobaMufti's remarks as an effort to 'reclaim lost ground' considering the protests against her government and the excesses by security forces in 2016
https://t.co/SG4mxxwSiO",0,"Mumbai, India",
937,dna,2019-01-16 19:57:47+05:30,"#MumbaiMarathon2019: Race track slightly altered for elite runners to enhance experience

https://t.co/GPwOKWhovO",0,India,
938,firstpost,2019-01-16 19:57:29+05:30,Ganesh Haloi's art exhibits an innate lyricism coupled with a sense of nostalgia for a lost world. A new exhibition at Kolkata's @akarprakar collects his recent works on paper https://t.co/nweECmmi2u,0,"Mumbai, India",
939,ndtv,2019-01-16 19:56:49+05:30,Need to be careful about Aadhar data misuse: Ex-National Security Advisor MK Narayanan https://t.co/CYMHkQp47L https://t.co/sHh74fkdW1,14,India,
940,dna,2019-01-16 19:55:52+05:30,"#DineshMaheshwari, #SanjivKhanna appointed as Supreme Court judges

https://t.co/LnnjEeiZ6X",1,India,
941,abhshkdz,2019-01-16 19:55:26+05:30,"TIL my Erdős number is at most 4 :)

From me to José Moura (https://t.co/1wGczKf6IN)
to Richard Bucy (https://t.co/sCO4WNeiku)
to Richard Bellman (https://t.co/t3pfYI7iCB)
to Paul Erdős (https://t.co/SyzcS4fVZn)",0,"Atlanta, GA",
942,IndiaToday,2019-01-16 19:55:18+05:30,"RT @IndiaTodayTech: The now-and-then meme is beneficial for all social media channels

https://t.co/j2yQUTdHRX",4,India,
943,htTweets,2019-01-16 19:55:00+05:30,"Odisha Congress working president resigns from party, apologises; to join BJD
https://t.co/ktmYYcVaBd https://t.co/Cqy1pJa57N",5,India,
944,ndtv,2019-01-16 19:54:54+05:30,"""Elevation of junior judge to top court surprising"": Former Chief Justice RM Lodha https://t.co/ZacYBo3Uju https://t.co/zwsMCZGQwa",19,India,
945,IndiaToday,2019-01-16 19:54:42+05:30,"While the earlier deadline of December 2019 has been missed, the new deadline of mid-2020 too appears to be an uphill task. |@kamleshsutar

https://t.co/Vzz3jH5Hq8",4,India,
946,firstpost,2019-01-16 19:52:43+05:30,"#Firstpost Editor's Picks: #PrakashJavadekar's hollow claims, #BSY's ambition and rise of #NivinPauly 

https://t.co/sEayoEmarE",2,"Mumbai, India",
947,ndtv,2019-01-16 19:52:21+05:30,"It’s a war! Attack plastic in four ways – refuse, reduce, reuse, recycle and help #BeatPlasticPollution: Singer Sonu Nigam https://t.co/jjxYBae7Qk #SwachhIndia https://t.co/cUGXoEZGgA",16,India,
948,IndiaToday,2019-01-16 19:51:39+05:30,"Rahul Gandhi wishes Arun Jaitley a speedy recovery!
https://t.co/jdeJs1wEk9",16,India,
949,PIB_India,2019-01-16 19:51:37+05:30,"National Selection Committee under the Chairpersonship of @MinistryWCD  has finalized the names of awardees for Pradhan Mantri Rashtriya Bal Puraskar 2019.

Read here: https://t.co/5ulkboPje3",12,New Delhi,
950,ManUtd,2019-01-16 19:50:19+05:30,Who wants some training pics? 😁 #MUFC https://t.co/bQ38YC5Nh8,810,"Manchester, England",
951,ndtv,2019-01-16 19:50:13+05:30,Victoria Beckham's moisturiser is made from her blood. And it costs... https://t.co/CmhmS4RaTK https://t.co/Kj5ukEbNic,1,India,
952,IndianExpress,2019-01-16 19:49:11+05:30,"RT @IExpressSports: There is something special and magical about MS Dhoni and last over finishes. But how often has it happened?

@karanpsa…",9,India,
953,firstpost,2019-01-16 19:48:43+05:30,"Political turmoil has engulfed #Karnataka following charges of horsetrading flung at each other by the ruling #Congress-JD(S) coalition and the BJP.
https://t.co/6CaJKn8jxM",0,"Mumbai, India",
954,IndiaToday,2019-01-16 19:47:05+05:30,"India Today gets inside BJP's camp gameplan. Out of 104 only 100 MLAs are there in the hotel.
#ITVideo 
More videos: https://t.co/Nounxo6IKQ https://t.co/mkPPzM817C",6,India,
955,firstpost,2019-01-16 19:47:04+05:30,"The #WestBengal #Congress is ""happy"" that #RahulGandhi and #SoniaGandhi will not attend #mamatabanerjee mega rally in #Kolkata and wants #Mallikarjunkharge, to highlight the alleged torture faced by its workers in the state. @INCWestBengal https://t.co/PH5mtehNuy",3,"Mumbai, India",
956,dna,2019-01-16 19:46:11+05:30,"KT Rama Rao meets Jaganmohan Reddy for Federal Front, talks with K Chandrasekhar Rao soon

https://t.co/QOQJZJcQ4l",0,India,
957,htTweets,2019-01-16 19:45:07+05:30,"#RanjiTrophy: Gujarat’s Roosh Kalaria gets a hat-trick against Kerala

https://t.co/QL6AWLFvhV https://t.co/64hihbmAQY",1,India,
958,htTweets,2019-01-16 19:45:00+05:30,"Extreme weather claimed over 1400 lives in 2018: Government
https://t.co/FFzm5tRZdU https://t.co/upXTCPHRof",2,India,
959,IndianExpress,2019-01-16 19:45:00+05:30,".@emraanhashmi and @shreya_dhan13 talk about upcoming film #WhyCheatIndia. Directed by Soumik Sen, the film exposes the country’s faulty education system.
See more: https://t.co/gYJUmrdF2J https://t.co/0mYORBRuSx",8,India,
960,firstpost,2019-01-16 19:44:44+05:30,"The #collegium is a system within to decide on appointments and elevations of #ChiefJustices and #judges of #SupremeCourt and high courts of the country. It's a forum headed by the #CJI and comprises of four other senior-most judges of the apex court. #SC 
https://t.co/WD2VnW7Fuf",1,"Mumbai, India",
961,PIB_India,2019-01-16 19:44:12+05:30,"Election Commission of India launches Voter Awareness Forums(VAFs) across the country.

Details here: https://t.co/Dq9qHA2WvA https://t.co/W7LetPUTsM",20,New Delhi,
962,IndianExpress,2019-01-16 19:44:04+05:30,"Most of the additions and deletions made to the final roll were as per requests from voters who shifted homes or moved elsewhere for jobs, marital reasons 

https://t.co/UVZhEYx2yO",1,India,
963,dna,2019-01-16 19:43:27+05:30,"'Please leave the gentleman alone,' says #SunilGavaskar of #MSDhoni

https://t.co/6H5KFPRN8k",2,India,
964,IndiaToday,2019-01-16 19:42:40+05:30,"The pitch for Ram temple gets stronger as RSS keeps on demanding an ordinance for the construction.
#ITVideo 
More videos: https://t.co/Nounxo6IKQ https://t.co/7izxYHVhWh",3,India,
965,ndtv,2019-01-16 19:42:17+05:30,Karnataka political turmoil: Congress says confusion created by BJP https://t.co/OOK0CGjxkx https://t.co/yhgQ4Qfey3,3,India,
966,ndtv,2019-01-16 19:42:01+05:30,RT @Gadgets360: Star Wars Open World Game Cancelled: Report https://t.co/rUgRJdiaDO #StarWars,1,India,
967,ndtv,2019-01-16 19:41:45+05:30,Navy chopper makes precautionary landing in Kerala https://t.co/hCyeW10w7g https://t.co/VDUfU7TKja,0,India,
968,ANI,2019-01-16 19:41:27+05:30,"CBI's Rakesh Asthana has moved an application in Delhi High Court seeking correction in the recent judgement. Application to be heard tomorrow.
In recent judgement, Delhi High Court had dismissed his plea which sought quashing of FIR filed against him in an alleged bribery case.",33,India,
969,IndiaToday,2019-01-16 19:40:46+05:30,"What do you teach 9-year-old girls? Not to 'save their modesty', surely? #Malaysia
https://t.co/fXA0r6pRP5",2,India,
970,smritiirani,2019-01-16 19:39:52+05:30,"Inaugurated 62nd India International Garment Fair (IIGF) which provides a marketing platform to micro, small and medium exporters to showcase latest garment &amp; fashion accessories trends and expand their trading opportunities. https://t.co/MxPrtvQxFe",192,India,
971,firstpost,2019-01-16 19:39:44+05:30,"Subodh Gupta's landmark art installation 'Line of Control' removed from Delhi's @KNMAIndia; museum founder says contract 'exceeded the deadline'
https://t.co/XaoSp5Vaco",2,"Mumbai, India",
972,ZeeNews,2019-01-16 19:39:43+05:30,"Photo Gallery: Sidharth Malhotra's birthday bash was a starry affair!

https://t.co/NghvXFWf4U",3,India,
973,mygovindia,2019-01-16 19:39:25+05:30,"To increase access to higher education and reduce regional imbalances in educational facilities, Cabinet approves Revised Cost of Estimates for 13 new Central Universities, set up under Central Universities Act, 2009. https://t.co/HDwI3mHOL2  #TransformingIndia #CabinetDecisions https://t.co/0OH5bLniPg",37,New Delhi,
974,narendramodi,2019-01-16 19:39:21+05:30,The Ahmedabad Shopping Festival will also be inaugurated tomorrow. The Festival offers an exceptional opportunity for local entrepreneurs to showcase their products.,2034,India,
975,dna,2019-01-16 19:38:51+05:30,"#KheloIndiaYouthGames2019: Swimmer Nataraj wins 7 golds, eyes World Championship

https://t.co/OGs5FSbFp6",4,India,
976,narendramodi,2019-01-16 19:38:39+05:30,"Tomorrow in Ahmedabad, I will inaugurate the Sardar Vallabhbhai Patel Institute of Medical Sciences and Research. 

This is state-of-the-art public hospital will provide top quality healthcare to the people of Gujarat. https://t.co/hsEAQmuDgh",2647,India,
977,IndiaToday,2019-01-16 19:38:24+05:30,"RT @DailyO_: Shave off toxic masculinity: Gillette just showed us there's room for change | @NotThatNairita | https://t.co/QlNwKJgykw  
.
#…",6,India,
978,IndiaToday,2019-01-16 19:37:35+05:30,"The survey comes amid the #MeToo movement around the world against sexual harassment
https://t.co/zAtN5SLVsU",5,India,
979,tkasasagi,2019-01-16 19:36:54+05:30,"RT @geoffreyhinton: My Coursera MOOC ""Neural Networks for Machine Learning"" was prepared in 2012 and is now seriously out of date so I have…",289,"Tokyo-to, Japan",
980,ArvindKejriwal,2019-01-16 19:36:14+05:30,RT @SanjayAzadSln: काशी में मंदिर तोड़वाने वाली योगी की ढोंगी सरकार का सच। https://t.co/AJrUVg0BT7,428,India,
981,IndiaToday,2019-01-16 19:36:11+05:30,"Jadavpur University finally takes action against the professor who made sexist remarks against women.
#ITVideo 
More videos: https://t.co/Nounxo6IKQ https://t.co/gFRAYpUEPk",5,India,
982,hardmaru,2019-01-16 19:36:00+05:30,"“The editorial board of the Elsevier-owned Journal of Informetrics resigned in protest over high open-access fees, restricted access to citation data and commercial control of scholarly work, and launched a rival journal that will be free for all to read.” https://t.co/dRfXSxxNOr",15,東京,Japan
983,IndiaToday,2019-01-16 19:35:59+05:30,"Heart-wrenching!
https://t.co/TcyGZpZw5O",24,India,
984,narendramodi,2019-01-16 19:35:43+05:30,"Over the next two days, I would be attending various programmes in Gujarat, including the Vibrant Gujarat Summit 2019. 

Since its inception in 2003, the Summit has played a key role in bringing more investment to Gujarat and enhancing the state’s progress. https://t.co/ZTARaLmCVk",1370,India,
