id,username,time_created,tweet,retweet_count,location_user,place_tweet
2750,ndtv,2019-01-19 00:02:25+05:30,"#TheBigFight | Akhilesh Yadav-Mayawati tie up: The perfect alliance? 

Watch full show here: https://t.co/siPK7DlM42 https://t.co/DEccc3T5sh",5,India,
2751,fchollet,2019-01-19 00:01:49+05:30,"Actually ""only write papers that spark joy"" is a pretty good research motto",5,"Mountain View, CA",
2752,fchollet,2019-01-19 00:00:17+05:30,Ideally you shouldn't have more than 30 arXiv papers on your desk. Throw away the papers that don't spark joy,16,"Mountain View, CA",
2753,ndtv,2019-01-19 00:00:15+05:30,Kerala's List Of 51 Women Who Entered Sabarimala Has A Tamil Nadu Man https://t.co/FEax9kmvfC #NDTVNewsBeeps https://t.co/jxmIz60kfF,1,India,
2754,the_hindu,2019-01-19 00:00:11+05:30,"Eyeing the Begusarai Lok Sabha seat for former JNU students’ union president Kanhaiya Kumar, Communist Party of India leader D. Raja will be meeting Rashtriya Janata Dal president Lalu Prasad in a Ranchi jail on January 19. https://t.co/zYjmVXEuo6",12,"Chennai, India",
2755,IndiaToday,2019-01-19 00:00:04+05:30,"#PoliticalStockExchange: One per cent increase in support for Modi as PM
https://t.co/t7TUbkWjta",5,India,
2756,GCPcloud,2019-01-19 00:00:01+05:30,Here’s how to create custom base images for GCP with Jenkins job &amp; Packer script → https://t.co/KDcfFfohQR https://t.co/hI5N7KcZ9k,7,"",
2757,htTweets,2019-01-19 00:00:00+05:30,"‘Soldiers killed on border without war’: Mohan Bhagwat’s stinker to Centre
https://t.co/DUJJ7PU4Hg https://t.co/MLH90Xf1qz",6,India,
2758,dna,2019-01-19 00:00:00+05:30,"In a series of emails, between BCCI and CoA, to decide their fate, the CoA members are discussing past cases to decide upon a quantum of punishment for Hardik Pandya and KL Rahul.
https://t.co/J3r5LN1EeW",0,India,
2759,IndianExpress,2019-01-18 23:59:38+05:30,"RT @IExpressSports: #KheloIndia 

Haryana overtake Delhi; Maharashtra on top

https://t.co/Qs2rnuNzZn",2,India,
2760,ndtv,2019-01-18 23:59:08+05:30,Top North Korea envoy meets US Secretary of State for new nuclear talks https://t.co/Go1n1PKw0l https://t.co/fEfbCjarUX,0,India,
2761,ZeeNews,2019-01-18 23:59:04+05:30,"Bhabiji Ghar Par Hain's Gori Mem aka Saumya Tandon blessed with a baby boy!

https://t.co/nr4Ucxgc1Q",6,India,
2762,ndtv,2019-01-18 23:58:33+05:30,Watch: PM inaugurates 3D show on Mahatma Gandhi life journey in Gujarat https://t.co/x8252C74zx https://t.co/kbUdwkTrxU,1,India,
2763,ndtv,2019-01-18 23:57:31+05:30,RT @moviesndtv: Seen This Viral Pic Of The Chopra 'Behenein' From Priyanka And Nick's Wedding Festivities https://t.co/9Q56GW5HnN https://t…,4,India,
2764,haldaume3,2019-01-18 23:56:00+05:30,RT @daniel_bilar: @tsimonite @ShlomoArgamon @mark_riedl @haldaume3 The whole story is interesting https://t.co/eU9YJ5lZs1,2,0.5 DC + 0.5 NYC,
2765,dna,2019-01-18 23:54:53+05:30,CCI clears Amazon-Witzig bid to acquire Aditya Birla's retail store chain 'More' https://t.co/hT35KqiPiJ,2,India,
2766,kdnuggets,2019-01-18 23:53:54+05:30,How to Monitor Machine Learning Models in Real-Time https://t.co/9UpYVzlQWI https://t.co/9lK9eoOVWe,1,"Brookline, MA, USA",
2767,mmitchell_ai,2019-01-18 23:53:43+05:30,RT @mark_riedl: @haldaume3 This is one of my rants too. Common knowledge is sociocultural shared beliefs so they are absolutely a type of b…,1,"Seattle, WA",
2768,mmitchell_ai,2019-01-18 23:52:55+05:30,"RT @jeffrschneider: @haldaume3 A smart machine would determine the delta between archetype, prototype &amp; stereotype.",1,"Seattle, WA",
2769,mmitchell_ai,2019-01-18 23:52:40+05:30,RT @evanmiltenburg: @haldaume3 I'd say stereotypes/bias are a subset of commonsense reasoning. The problem is not that people use these gen…,1,"Seattle, WA",
2770,ndtv,2019-01-18 23:51:45+05:30,"RT @Sports_NDTV: Tamil Nadu, West Bengal girls on top in volleyball

#KheloIndiaYouthGames2019

READ: https://t.co/K0sA1UdVlZ https://t.co/…",2,India,
2771,htTweets,2019-01-18 23:50:01+05:30,"AAP to go it alone in #LokSabha elections in Delhi, Punjab and Haryana
https://t.co/cpSKDZ13DM https://t.co/0BTzlOxMHx",3,India,
2772,ndtv,2019-01-18 23:48:52+05:30,"Woman, son arrested in Tirupati with stolen jewellery worth Rs. 60 lakh https://t.co/lMhpSU2BB8 https://t.co/qqGxAeGeRp",9,India,
2773,firstpost,2019-01-18 23:48:42+05:30,"#PChidambaram said serious issues are being raised in media about the process of decision-making in the NDA government 

https://t.co/BRV59wB5dN",0,"Mumbai, India",
2774,IndianExpress,2019-01-18 23:48:07+05:30,"The agency sought his remand on the ground that they have come across from fresh facts and need to confront with the same.

https://t.co/aPq4B0n7Aa",4,India,
2775,kdnuggets,2019-01-18 23:48:02+05:30,"Emukit - Python toolkit for emulation and decision making under uncertainty
Accessible and built with reusable components https://t.co/NkaDpn875i https://t.co/AWxCVe2JAs",3,"Brookline, MA, USA",
2776,England,2019-01-18 23:47:05+05:30,RT @HKane: A real honour to be voted by the fans to win this. 2018 was a great year but there are bigger things to come! Thanks to everyone…,240,"St. George's Park, England",
2777,dna,2019-01-18 23:47:00+05:30,"MoUs worth Rs 56,000 crore inked on Day 1 of Vibrant Gujarat https://t.co/BYxNX77mBL",4,India,
2778,ZeeNews,2019-01-18 23:46:48+05:30,"#DNA analysis of strategically important Sikkim's Pakyong airport 

@sudhirchaudhary https://t.co/7L8Wu2MNGQ",26,India,
2779,firstpost,2019-01-18 23:45:06+05:30,"The Congress said #RahulGandhi will not attend the Opposition rally on Saturday

https://t.co/5Acrjnp72r",1,"Mumbai, India",
2780,slashML,2019-01-18 23:45:01+05:30,"Shared Representational Geometry Across Neural Networks &lt;- ""we show that different neural networks encode the same … https://t.co/hasQ88CSuT",2,"",
2781,ndtv,2019-01-18 23:43:46+05:30,Why Supreme Court judge says he won't stay in Delhi after retirement https://t.co/Ck20Q9GaTe https://t.co/z8fZF9vqmv,14,India,
2782,IndiaToday,2019-01-18 23:43:34+05:30,"BJP MLAs in Gurugram hotel, Congress in Bengaluru's resort
Watch #PeoplesCourt with @PadmajaJoshi: https://t.co/kEdE4XWnbh https://t.co/SNVhJtrw9i",1,India,
2783,IndiaToday,2019-01-18 23:43:01+05:30,"Congress moves MLAs to Eagleton resort, says need to discuss Lok Sabha polls, drought.
Watch #PeoplesCourt with @PadmajaJoshi: https://t.co/kEdE4XWnbh https://t.co/5wJByASlPx",3,India,
2784,suhasinih,2019-01-18 23:42:44+05:30,"With more than 20 key diplomatic posts coming up for change, MEA decides on new envoys to Israel, South Africa, Bhutan, Maldives, Vietnam, Mexico, New Zealand and others.. https://t.co/RNWAHcnI83",4,New Delhi,
2785,IndiaToday,2019-01-18 23:42:20+05:30,"Forensic audit report revealed Kotian was involved in falsification of minutes of board meeting.
https://t.co/84Grp38vIg",6,India,
2786,htTweets,2019-01-18 23:40:00+05:30,"‘Planet hotter than my boyfriend’: Swiss students march for climate action
https://t.co/W1qdViTn6j https://t.co/aw1iIssBRJ",7,India,
2787,IndiaToday,2019-01-18 23:39:56+05:30,"Lokesh, a Stanford business grad, will lead Andhra Pradesh delegation, in place of Naidu, to the 49th meeting of the World Economic Forum at Davos.
(@AmarnathKMenon)
https://t.co/L0uuAVtrRn",3,India,
2788,ANI,2019-01-18 23:39:23+05:30,"Bengaluru: Narcotics Control Bureau (NCB) busted a trafficking network of cocaine during an operation carried out on 17 and 18 January, and arrested four foreign nationals. Cocaine weighing 400 gram was seized from one of them. #Karnataka https://t.co/xHCitXtlq3",21,India,
2789,kdnuggets,2019-01-18 23:37:32+05:30,The latest The KDnuggets Observer! https://t.co/7vTf0nVJqr #nlp #machinelearning,2,"Brookline, MA, USA",
2790,ndtv,2019-01-18 23:37:07+05:30,".@LRC_NDTV | Report claims 41% more paid for each #Rafale jet: Congress right in asking for a parliament probe? 

Watch full show here: https://t.co/bBlM2bxatl https://t.co/MmoxBg1KIC",54,India,
2791,dna,2019-01-18 23:36:49+05:30,Kolkata gears up for Mamata's mega Opposition rally  https://t.co/wYQWg0BSWw,0,India,
2792,IndiaToday,2019-01-18 23:36:20+05:30,"Terror spike in J&amp;K?
RSS questions high number of casualties of jawans?
Watch #IndiaFirst with @gauravcsawant: https://t.co/1UXMaAQHxp https://t.co/tN6ZtN2ti1",10,India,
2793,IndiaToday,2019-01-18 23:35:44+05:30,"RSS chief Mohan Bhagwat asks why are jawans dying; Opposition questions Centre's tactics
Watch #IndiaFirst with @gauravcsawant: https://t.co/1UXMaAQHxp https://t.co/Wer67u3qPS",10,India,
2794,ndtv,2019-01-18 23:34:43+05:30,"RT @Sports_NDTV: Punjab, Tamil Nadu dominate in basketball

#KheloIndiaYouthGames2019

READ: https://t.co/canBBFWBEs https://t.co/SZFouE1FZS",1,India,
2795,premierleague,2019-01-18 23:31:06+05:30,"Take a look at the 4️⃣@EASPORTSFIFA Premier League FUT Future Stars of 2019 👀

🏴󠁧󠁢󠁥󠁮󠁧󠁿 88 @PhilFoden 
🇫🇷 87  @MatteoGuendouzi 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 86 @CalvertLewin14 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 89 @trentaa98 

 They're in-game now 👉 https://t.co/afMm1eIBbW 

#BelieveTheHype #FIFA19 https://t.co/cOg7wEU5LZ",101,"",
2796,premierleague,2019-01-18 23:30:12+05:30,"RT @WestHamUtd: He’s one of our own. 
#Diang2025 https://t.co/PhAhmA5eCX",312,"",
2797,the_hindu,2019-01-18 23:30:06+05:30,Non-stop flight services between the religious towns of Ayodhya in Uttar Pradesh and Janakpur in Nepal may be in the offing. https://t.co/7RwIy5Yt9S,10,"Chennai, India",
2798,htTweets,2019-01-18 23:30:00+05:30,"Mamata’s Oppn meet venue in Kolkata has a legacy of mammoth anti-govt rallies, political statements
https://t.co/s57grZtCXf https://t.co/k6UB6KbWgW",0,India,
2799,MIB_India,2019-01-18 23:28:24+05:30,"RT @ROBRajasthan: FOB अजमेर द्वारा खंडेलवाल वैश्य पीजी महाविद्यालय शास्त्री नगर जयपुर में स्वच्छ भारत मिशन पर संगोष्ठी , मौखिक प्रश्नोत्तरी…",2,"New Delhi, India",
2800,bridget_hickey,2019-01-18 23:27:54+05:30,https://t.co/rZgIvuM5QV,0,"San Francisco, CA",
2801,FCBarcelona,2019-01-18 23:27:34+05:30,"The first leg will be at the Sánchez Pizjuán next week with the second leg at Camp Nou the week after 👇 https://t.co/UMOcVV5ynl 

 https://t.co/yfdq2Ori5c",165,Barcelona,
2802,lawrennd,2019-01-18 23:27:14+05:30,"@NandoDF Yes, I also thought location-wise the Sharks seem pretty smart ...",0,Sheffield,
2803,dna,2019-01-18 23:25:43+05:30,"EVMs are foolproof, parties complain when they lose polls: CEC https://t.co/mDp2Xfn3vJ",34,India,
2804,NITIAayog,2019-01-18 23:25:24+05:30,"RT @amitabhk87: I have been a regular participant at #VibrantGujarat. Delighted to see it grow, evolve &amp; progress from an investment event…",52,"New Delhi, India",
2805,IndiaToday,2019-01-18 23:22:35+05:30,"Who, according to the people of Karnataka, is the popular choice for the next CM of the state? 
Watch #PoliticalStockExchange with @rahulkanwal: https://t.co/j0xf8GPSi4 https://t.co/GrHvT2YKcC",4,India,
2806,htTweets,2019-01-18 23:20:39+05:30,"RT @htdelhi: Fog, #RepublicDay drill lead to chaos at Delhi airport; at least 600 flights affected
https://t.co/P6UFqhW975 https://t.co/XCJ…",5,India,
2807,htTweets,2019-01-18 23:20:00+05:30,"Tripura Police’s Mobile Task Force detects 2,245 illegal immigrants in 2018
https://t.co/tMIrZRr2vv https://t.co/5ZWrxkJyI0",6,India,
2808,suhasinih,2019-01-18 23:18:28+05:30,RT @sidhant: Denmark is the 2nd Nordic PM to visit India this month. https://t.co/h2Be0LfML9,4,New Delhi,
2809,DeepMindAI,2019-01-18 23:18:10+05:30,Attentive Neural Processes: https://t.co/GCSXGYyvEz,35,"London, UK",
2810,IndiaToday,2019-01-18 23:18:10+05:30,"RSS' 2025 deadline contradicts PM Modi's stand on Ram Mandir?
Panelists debate on #TTP with @PreetiChoudhry
Full video -  https://t.co/LvDuwP98BO https://t.co/cwms6B07iT",1,India,
2811,ndtv,2019-01-18 23:17:15+05:30,"Lead story now on https://t.co/Fbzw6mR9Q5: https://t.co/MWmqK3HqFQ

#NDTVLeadStory https://t.co/OrKfLbQXB7",2,India,
2812,ZeeNews,2019-01-18 23:16:11+05:30,"#DNA analysis of illegal encroachment on the land of Indian Railways - Part 2

@sudhirchaudhary https://t.co/vStiH8o9uT",34,India,
2813,ndtv,2019-01-18 23:15:16+05:30,Kerala's list of 51 women who entered #Sabarimala has a Tamil Nadu man https://t.co/FEax9kmvfC https://t.co/v3NnzD8XW0,11,India,
2814,ndtv,2019-01-18 23:14:02+05:30,Table tennis player Soumyajit Ghosh accused of torture by wife https://t.co/yAD4GO6rZw https://t.co/85ZpU7muq2,5,India,
2815,indiandiplomats,2019-01-18 23:12:05+05:30,"RT @IndiainMyanmar: 🇮🇳 #IndiaMyanmar 🇲🇲 
Ambassador-designate, Shri Saurabh Kumar calling on the President of India, Shri Ram Nath Kovind a…",6,India,
2816,ZeeNews,2019-01-18 23:10:23+05:30,"#DNA analysis of illegal encroachment on the land of Indian Railways

@sudhirchaudhary https://t.co/nbaDQQ76pZ",19,India,
2817,slashML,2019-01-18 23:10:00+05:30,Explaining Deep NLP Models https://t.co/3uNhqtWMFz,0,"",
2818,htTweets,2019-01-18 23:10:00+05:30,".@Tesla to cut workforce by 7%, sees small fourth-quarter profit
https://t.co/DkwuOYDTn4 https://t.co/1jwddvWuu5",1,India,
2819,DDNewsLive,2019-01-18 23:10:00+05:30,"Watch an interaction with Tulika Kiran, Project Manager, Tihar Prison in our special programme ‘Tejasvini’ https://t.co/teBDQff8pe",2,"New Delhi, India",
3083,ndtv,2019-01-20 20:09:33+05:30,"At Punjab rally, Bhagwant Mann promised never to drink again: AAP https://t.co/wNz0iwjeyy https://t.co/0CBq0ob4xT",18,India,
2820,firstpost,2019-01-18 23:09:23+05:30,"RT @FirstpostSports: After battling a spate of injuries, @NrawatSingh looks to resuscitate his career with another course record at #Mumbai…",3,"Mumbai, India",
2821,IndiaToday,2019-01-18 23:08:37+05:30,"Karnataka: Can Congress-JDS alliance defeat BJP?
Watch #PoliticalStockExchange with Rahul Kanwal: https://t.co/j0xf8GPSi4 https://t.co/8L0zA58Wiw",4,India,
2822,dna,2019-01-18 23:07:55+05:30,#DNAPoll: Is it time to stop questioning MS Dhoni's place in World Cup 2019?,7,India,
2823,ndtv,2019-01-18 23:07:37+05:30,"RT @Sports_NDTV: #Haryana beat #Odisha to set up final with Jharkhand in U-21 girls hockey

#KheloIndiaYouthGames2019

READ: https://t.co/e…",2,India,
2824,F1,2019-01-18 23:07:26+05:30,"RT @F1Media: Formula 1® TV and digital audience
grow for the second year running #f1 #tv #audience #digital #pressreleases https://t.co/UkI…",61,Great Britain,
2825,IndiaToday,2019-01-18 23:06:43+05:30,"Govt under pressure by reverse deadline issued by RSS?
Panelists debate on #TTP with @PreetiChoudhry
Full video -  https://t.co/LvDuwP98BO https://t.co/O3TfARJQBQ",3,India,
2826,IndiaToday,2019-01-18 23:06:29+05:30,"After BJP's defeat in 3 states in 2018, can Modi's masterstroke help the party win 2019 elections?
Watch this pun-filled episode of #SoSorry
Previous episodes of So Sorry - https://t.co/rjd3grvb6G https://t.co/4S1tKdsKnE",13,India,
2827,jeremyphoward,2019-01-18 23:05:15+05:30,RT @dan_abramov: We need something to obsess about. We learn mechanical rules and to feel good about following them. Much easier than fixin…,53,San Francisco,
2828,kdnuggets,2019-01-18 23:05:04+05:30,"Automated Machine Learning in Python
https://t.co/AdhHqKM3fh https://t.co/Phr3pH08S4",5,"Brookline, MA, USA",
2829,IndiaToday,2019-01-18 23:03:27+05:30,"Has the RSS eased pressure or issued an ultimatum on Ram Mandir?
Panelists debate on #TTP with @PreetiChoudhry
Full video -  https://t.co/LvDuwP98BO https://t.co/8mFaELocJV",1,India,
2830,ManUtd,2019-01-18 23:03:00+05:30,"Here's something sure to give you that #FridayFeeling...

@MarcusRashford's recent form has been 🔥🔥🔥 https://t.co/YQPsTRYuJ1",1415,"Manchester, England",
2831,firstpost,2019-01-18 23:02:12+05:30,"The #Karnataka crisis is not a simple case of BJP fighting the Congress-JD(S) combine, writes @sprasadindia

https://t.co/ZiKtmMBMkc",2,"Mumbai, India",
2832,ndtv,2019-01-18 23:02:10+05:30,"Top stories now on https://t.co/Fbzw6mR9Q5 

#NDTVTopStories https://t.co/g0oVUKXYC6",0,India,
2833,IndiaToday,2019-01-18 23:00:46+05:30,"RT @ITGDsports: #INDvAUS #AUSvIND ""MS Dhoni played really well on Friday. After Virat Kohli's wicket, Dhoni kept his cool and took the game…",6,India,
2834,ZeeNews,2019-01-18 23:00:36+05:30,"RT @ZeeNewsHindi: #DNA : आप टुकड़े-टुकड़े गैंग की टीम में हैं ? या देश पर गर्व करने वाले लोगों के साथ हैं ?

@sudhirchaudhary https://t.co/…",327,India,
2835,the_hindu,2019-01-18 23:00:08+05:30,"The Nationalist Democratic Progressive Party, a coalition partner of the BJP in Nagaland, said the State had the constitutional provision to reject the Citizenship (Amendment) Bill, 2016. https://t.co/Vp7z38l5cF",5,"Chennai, India",
2836,htTweets,2019-01-18 23:00:00+05:30,"#Opinion | China built a big, beautiful wall, too. It failed
https://t.co/1aEkRaFXu6 https://t.co/AV0EhP0dCU",1,India,
2837,ZeeNews,2019-01-18 22:57:26+05:30,"RT @ZeeNewsHindi: #DNA : खौलता पानी जम गया, सब्ज़ियां जम गईं, लेकिन भारतीय सैनिक खड़े हैं... Part 2

@sudhirchaudhary https://t.co/ksPpM67L…",93,India,
2838,ZeeNews,2019-01-18 22:57:21+05:30,"RT @ZeeNewsHindi: #DNA : खौलता पानी जम गया, सब्ज़ियां जम गईं, लेकिन भारतीय सैनिक खड़े हैं... Part 1

@sudhirchaudhary https://t.co/kQQDFBuo…",132,India,
2839,dna,2019-01-18 22:55:23+05:30,"Rafale deal: Cong running malicious campaign, says Smriti Irani https://t.co/Jy2ld1aW94",12,India,
2840,ANI,2019-01-18 22:54:43+05:30,"Madhya Pradesh: A Court in Sagar has given permission to lodge FIR against Delhi CM Arvind Kejriwal and AAP workers for allegedly disrespecting the national flag. Cases will be registered in Sagar, Bina, Khurai and Delhi.",195,India,
2841,IndiaToday,2019-01-18 22:54:03+05:30,"Does Karnataka want assembly polls with general elections?
#PoliticalStockExchange
Watch the full prog. with @rahulkanwal: https://t.co/j0xf8GPSi4 https://t.co/J6YqKcZeqp",4,India,
2842,GoogleAI,2019-01-18 22:51:56+05:30,"Check out a blog post by Student Researcher @haarnoja and Faculty Advisor @svlevine about Soft Actor-Critic, a stable and efficient deep RL algorithm suitable for real-world robotic skill learning, that we released in collaboration with UC Berkeley. https://t.co/Kll9L9Ll6Q",16,"Mountain View, CA",
2843,htTweets,2019-01-18 22:50:00+05:30,"Women to comprise 20% of military police after graded induction: @nsitharaman
https://t.co/cv37BtTbv1 https://t.co/yr3flzNXqC",6,India,
2844,ANI,2019-01-18 22:49:00+05:30,West Bengal: NC leader Farooq Abdullah and Sharad Yadav reach Kolkata to attend TMC's opposition rally tomorrow. https://t.co/PzVWbWtG6p,22,India,
2845,firstpost,2019-01-18 22:48:52+05:30,"In #NorthEast, though religious identities are important, they are interpenetrated by others based mainly on ethnic (often tribal) and linguistic solidarities, which is why #BJP’s #CitizenshipAmendmentBill 2019 did not go down very well in the region
https://t.co/WYp0pDHOWW",0,"Mumbai, India",
2846,sbmalev,2019-01-18 22:48:23+05:30,"Hey fellow researchers,

What do you think of https://t.co/qIrp18GI9o vs https://t.co/nKv6pcW9BY with a DOI.

I want to try OSF but I'm afraid that people are just more familiar with Github. ...and getting folk to use version control was hard enough to begin with...",0,Arizona,
2847,CMOfficeUP,2019-01-18 22:46:41+05:30,"केन्‍द्रीय पर्यटन मंत्रालय की पहल पर गोवर्धन क्षेत्र में गोवर्धन परिक्रमा मार्ग पर स्‍ट्रीट फर्नीचर्स, सीसीटीवी, वाई-फाई, कुसुम सरोवर स्‍मारक भवन को आलोकित किया जाना, गुलाब वाटिका का विकास इत्यादि कार्य कराए जा रहे हैं। https://t.co/E3VfxReMmB",23,Lucknow,
2848,dna,2019-01-18 22:46:37+05:30,Reliance Jio vs BSNL vs Vodafone Idea: Annual prepaid plans compared  https://t.co/dTfkxoMDLw,1,India,
2849,firstpost,2019-01-18 22:46:08+05:30,"#Siddaramaiah told reporters that he would be issuing notices to four absentees.

https://t.co/oHqCzaXzWV",2,"Mumbai, India",
2850,CMOfficeUP,2019-01-18 22:45:59+05:30,केन्‍द्रीय पर्यटन मंत्रालय ने ‘स्‍वदेश दर्शन स्‍कीम’ के अन्‍तर्गत गोरखपुर-देवीपाटन-डुमरियागंज आध्‍यात्मिक सर्किट के समेकित पर्यटन विकास के लिए 2115.66 लाख रुपये की परियोजनाएं स्‍वीकृत की हैं। https://t.co/hy7N0bbcAt,30,Lucknow,
2851,sbmalev,2019-01-18 22:45:54+05:30,"RT @randal_olson: #DataScience #10yearschallenge

from https://t.co/S5NKPJrHrG https://t.co/tYSD9U6uUH",417,Arizona,
2852,firstpost,2019-01-18 22:45:30+05:30,"Known for his anti-#BJP stand, #PrakashRaj distanced himself from the present turmoil in the #Congress-JD(S) coalition government in #Karnataka over alleged attempts to dislodge it by the saffron party. 
https://t.co/NWiGp7HOAd",5,"Mumbai, India",
2853,htTweets,2019-01-18 22:45:00+05:30,"Rival Congress factions exchange blows, hurl chairs as new Himachal unit chief takes over
https://t.co/UOFaTF44Ri https://t.co/2PGqN3ZCYv",5,India,
2854,CMOfficeUP,2019-01-18 22:44:03+05:30,#UPCM श्री @myogiaditynath जी ने आज जनपद मुरादाबाद में पंचायती राज्यमंत्री (स्‍वतंत्र प्रभार) श्री भूपेन्‍द्र सिंह चौधरी के आवास पर उनके स्‍वर्गीय पिताजी को श्रद्धांजलि अर्पित की। उन्‍होंने दिवंगत आत्मा की शान्ति की कामना करते हुए शोक संतप्‍त परिजनों से संवेदना व्‍यक्‍त की है। https://t.co/kuwVAsrome,20,Lucknow,
2855,firstpost,2019-01-18 22:44:00+05:30,"Bodies of five of the deceased have been recovered so far, while efforts are on to find the remaining five persons, whose chances of survival are bleak, a police official said. #Ladakh #avalanche #IndianArmy 
https://t.co/l005e6n3Fm",2,"Mumbai, India",
2856,rajyasabhatv,2019-01-18 22:43:38+05:30,Policy Watch - Aviation Policies: Taking Off: https://t.co/VE8ZCCm5Aj via @YouTube,1,TV | Web,
2857,ndtv,2019-01-18 22:42:39+05:30,"Trump to meet North Korean envoy Kim Yong Chol, says White House: news agency AFP",4,India,
2858,rajnathsingh,2019-01-18 22:41:58+05:30,"Addressed BJP’s booth level karyakartas at the ‘Shakti Kendra Pramukh Sammelan’ in Kadapa, Andhra Pradesh today. BJP karyakartas are working tirelessly to strengthen the party at the booth level. The @BJP4India is fully prepared to rewrite history in 2019 Lok Sabha elections. https://t.co/IlFFcPYlMF",161,"",
2859,IndianExpress,2019-01-18 22:41:55+05:30,"RT @IExpressSports: Barcelona handed Copa del Rey final re-match with Sevilla, Real Madrid to face Girona in quarters

https://t.co/jS8xZje…",3,India,
2860,htTweets,2019-01-18 22:40:00+05:30,"#Excerpt | Treasured Epistles by K Natwar Singh
https://t.co/1FysJbbU8H https://t.co/7YXtm20bLV",3,India,
2861,arunjaitley,2019-01-18 22:39:14+05:30,Fudged arithmetics does not add to the credibility of its creator.,673,New Delhi,
2862,arunjaitley,2019-01-18 22:39:03+05:30,The Supreme Court has examined the prices. The CAG is examining the same. The fudged arithmetic of a compulsive contrarian can hardly be objective.,476,New Delhi,
2863,arunjaitley,2019-01-18 22:38:51+05:30,The 2007 escalation offer was much larger than 2016 agreed escalation. The price differential would widen with  each subsequent supply.,219,New Delhi,
2864,arunjaitley,2019-01-18 22:38:34+05:30,The new Article on Rafale is based on fudged arithmetic - ignore the escalation of the 2007 non-deal offer and compare it with the 2016 price and invent a scam.,1022,New Delhi,
2865,England,2019-01-18 22:36:59+05:30,"Congratulations to @CalvertLewin14, who's been selected by @btsport as the #YoungLions' standout performer in 2018! 👏

https://t.co/IyTpjYVylR",91,"St. George's Park, England",
2866,IDSAIndia,2019-01-18 22:36:44+05:30,"DG @IDSAIndia, Amb @SujanChinoy and IDSA Scholars interact with #Chinese delegation from RIIO Yunnan on #IndiaChina and #IndiaChinaUS dynamics.
@MEAIndia @DefenceMinIndia https://t.co/bkmHuH5VHx",0,"New Delhi, India",
2867,dna,2019-01-18 22:36:15+05:30,"Wipro net profit rises 31.8% in Q3, company announces 1:3 bonus share offer https://t.co/AzFfIkjOGk",2,India,
2868,IndiaToday,2019-01-18 22:35:39+05:30,"RT @Showbiz_IT: Bhabiji Ghar Par Hain star #SaumyaTandon welcomes baby boy
https://t.co/V94FGjvIFT https://t.co/KLpuABFjg9",5,India,
2869,GCPcloud,2019-01-18 22:34:00+05:30,"We partnered with GO-JEK to develop Feast, an #opensource feature store that helps teams manage, store &amp; discover features for use in #ML projects → https://t.co/B3TcbhKQoP https://t.co/cCA3cb9tK5",8,"",
2870,dna,2019-01-18 22:32:20+05:30,"MS Dhoni 'once in 40-year player', can't be replaced: Ravi Shastri 
#AusvIndia #MSDhoni #Dhoni #INDvAUS 
https://t.co/oBmwkTHrYV",17,India,
2871,ndtv,2019-01-18 22:30:27+05:30,"RT @moviesndtv: President Kovind Watches Kangana Ranaut's Manikarnika, Felicitates The Cast Of The Film https://t.co/mS7cgMN9UU https://t.c…",8,India,
2872,IndianExpress,2019-01-18 22:30:12+05:30,"Ministry of External Affairs’ official spokesperson Raveesh Kumar said it was not for Pakistan to decide as to what role another country has in regional or global affairs.

https://t.co/9GsWJ5qEzV",9,India,
2873,the_hindu,2019-01-18 22:30:09+05:30,"The allies of the BJP in Meghalaya, led by Chief Minister Conrad K. Sangma, called on Union Home Minister Rajnath Singh. https://t.co/JT6MIQJfKx",9,"Chennai, India",
2874,England,2019-01-18 22:30:02+05:30,"🥁🥁🥁

Your #ThreeLions player of the year is... 

https://t.co/mXmBduDw6B",247,"St. George's Park, England",
2875,htTweets,2019-01-18 22:30:00+05:30,"Exec found dead in burnt car, tried to escape, got stuck with seat belt, say cops
https://t.co/lywe98TDAY https://t.co/ACK3xDQqFP",3,India,
2876,IndianExpress,2019-01-18 22:29:49+05:30,"RT @IExpressSports: India para-powerlifter Vikramsingh Adhikari fails dope test, banned for four years by world body

https://t.co/Q8vfSmkQ…",3,India,
2877,narendramodi,2019-01-18 22:28:07+05:30,"Tomorrow evening, I will be in Mumbai to inaugurate the National Museum of Indian Cinema. 

This museum will showcase the rich history of Indian cinema and highlight the contribution of cinema in our country's progress.",1903,India,
2878,realDonaldTrump,2019-01-18 22:28:04+05:30,https://t.co/6xciJ0ubp0,11570,"Washington, DC",
2879,dna,2019-01-18 22:27:23+05:30,"AAP to go alone in LS polls, says Congress 'still seeped in its arrogance' https://t.co/Ua1X4qP6kk",2,India,
2880,ndtv,2019-01-18 22:27:21+05:30,Super Blood Wolf Moon to be visible on Sunday https://t.co/ELZUpsrOET https://t.co/ttTQx9E37B,13,India,
2881,IndiaToday,2019-01-18 22:26:40+05:30,"Ram Mandir cry just got louder.
BJP's ideological mentor losing patience!
Watch this &amp; more on #5iveLive with @ShivAroor: https://t.co/u2OtgdkMxt https://t.co/BuDCc64g3r",4,India,
